# FerroCrypt v1 edge-case test-vector manifest.
# Columns (tab-separated): file, action, credential, expect, error_class, error_message.
# action: decrypt (open the .fcr and decrypt with the credential),
# read-public-key (parse the public.key text file), or validate-private-key
# (structurally validate the private.key file).
# credential: passphrase:<literal>, private-key:<path>,unlock=<literal>, or -.
# expect ok: decrypt must reproduce plaintext.txt byte-for-byte; key-file
# actions must parse or validate successfully.
# expect error: the attempt must fail; error_class names the typed CryptoError
# variant and error_message is the exact user-facing message.
cases/argon2id-valid.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	ok	-	-
cases/x25519-valid.fcr	decrypt	private-key:keys/recipient-a.private.key,unlock=suite-passphrase-not-secret-do-not-reuse	ok	-	-
cases/x25519-multi-valid.fcr	decrypt	private-key:keys/recipient-a.private.key,unlock=suite-passphrase-not-secret-do-not-reuse	ok	-	-
cases/x25519-multi-valid.fcr	decrypt	private-key:keys/recipient-b.private.key,unlock=suite-passphrase-not-secret-do-not-reuse	ok	-	-
cases/argon2id-valid.fcr	decrypt	passphrase:wrong-passphrase	error	RecipientUnwrapFailed(argon2id)	Decryption failed: wrong passphrase or modified file
cases/x25519-valid.fcr	decrypt	private-key:keys/recipient-b.private.key,unlock=suite-passphrase-not-secret-do-not-reuse	error	RecipientUnwrapFailed(x25519)	Decryption failed: no matching recipient or modified file
cases/prefix-bad-magic.fcr	decrypt	-	error	InvalidFormat(BadMagic)	Not a FerroCrypt file
cases/prefix-newer-version.fcr	decrypt	-	error	UnsupportedVersion(NewerFile)	Unsupported .fcr version byte 0x02. Upgrade FerroCrypt.
cases/prefix-wrong-kind.fcr	decrypt	-	error	InvalidFormat(WrongKind)	Wrong file kind: 0x4B
cases/prefix-nonzero-flags.fcr	decrypt	-	error	InvalidFormat(MalformedHeader)	File header is malformed
cases/prefix-oversized-header-len.fcr	decrypt	-	error	InvalidFormat(OversizedHeader)	File header is too large (16777217 bytes)
cases/header-truncated.fcr	decrypt	-	error	InvalidFormat(Truncated)	File is truncated or corrupted
cases/header-mac-tampered-passphrase.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	HeaderTampered	Decryption failed: file header was modified or corrupted
cases/header-mac-tampered-x25519.fcr	decrypt	private-key:keys/recipient-a.private.key,unlock=suite-passphrase-not-secret-do-not-reuse	error	HeaderMacFailedAfterUnwrap(x25519)	Decryption failed: file header was modified or corrupted
cases/payload-truncated.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	PayloadTruncated	Encrypted file is truncated
cases/payload-tampered.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	PayloadTampered	Decryption failed: file data was modified or corrupted
cases/payload-empty-final-after-data.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidFormat(MalformedPayloadStream)	Encrypted payload stream is malformed
cases/payload-trailing-data.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	PayloadTampered	Decryption failed: file data was modified or corrupted
cases/x25519-zero-ephemeral.fcr	decrypt	private-key:keys/recipient-a.private.key,unlock=suite-passphrase-not-secret-do-not-reuse	error	InvalidFormat(MalformedRecipientEntry)	Recipient entry is malformed
cases/tlv-bad-order.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidFormat(MalformedTlv)	Extension region is malformed
cases/tlv-duplicate-tag.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidFormat(MalformedTlv)	Extension region is malformed
cases/tlv-len-past-end.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidFormat(MalformedTlv)	Extension region is malformed
cases/tlv-unknown-critical.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidFormat(UnknownCriticalTag)	Unknown required file feature (tag 0x8001). Upgrade FerroCrypt.
cases/tlv-unknown-ignorable.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	ok	-	-
cases/kdf-mem-over-max.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidKdfParams(MemoryCost)	File has invalid KDF settings (2097153 KiB memory)
cases/kdf-lanes-zero.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidKdfParams(Parallelism)	File has invalid KDF settings (parallelism 0)
cases/kdf-time-over-max.fcr	decrypt	passphrase:suite-passphrase-not-secret-do-not-reuse	error	InvalidKdfParams(TimeCost)	File has invalid KDF settings (time cost 13)
cases/recipient-unknown-critical.fcr	decrypt	-	error	UnknownCriticalRecipient(mlkem768)	Unsupported recipient `mlkem768`. Upgrade FerroCrypt.
cases/recipient-unknown-only.fcr	decrypt	-	error	NoSupportedRecipient	Decryption failed: no supported recipient
cases/recipient-mixed-exclusive.fcr	decrypt	-	error	IncompatibleRecipients(argon2id)	Recipient `argon2id` mixed with another recipient
cases/recipient-unknown-skipped.fcr	decrypt	private-key:keys/recipient-a.private.key,unlock=suite-passphrase-not-secret-do-not-reuse	ok	-	-
cases/public-key-uppercase.key	read-public-key	-	error	InvalidInput	Recipient string must be lowercase
cases/public-key-bad-bech32.key	read-public-key	-	error	InvalidInput	Invalid recipient string: fcr1qyqqvqqqqqs8sv34x5cnnw2l4g4s2h6v55nvjta0qs9j5a3u4eksdna53n9…
cases/public-key-bad-checksum.key	read-public-key	-	error	InvalidFormat(MalformedPublicKey)	Public key is malformed
cases/privatekey-bad-magic.private.key	validate-private-key	-	error	InvalidFormat(NotAKeyFile)	Not a FerroCrypt key file
cases/privatekey-newer-version.private.key	validate-private-key	-	error	UnsupportedVersion(NewerKey)	Unsupported private-key version byte 0x02. Upgrade FerroCrypt.
cases/privatekey-wrong-kind.private.key	validate-private-key	-	error	InvalidFormat(WrongKind)	Wrong file kind: 0x45
keys/recipient-a.public.key	validate-private-key	-	error	InvalidFormat(WrongKeyFileType)	Wrong key file kind (public vs private)
keys/recipient-a.private.key	read-public-key	-	error	InvalidFormat(WrongKeyFileType)	Wrong key file kind (public vs private)
cases/privatekey-nonzero-flags.private.key	validate-private-key	-	error	InvalidFormat(MalformedPrivateKey)	Private key is malformed
cases/privatekey-truncated.private.key	validate-private-key	-	error	InvalidFormat(MalformedPrivateKey)	Private key is malformed
cases/privatekey-trailing-byte.private.key	validate-private-key	-	error	InvalidFormat(MalformedPrivateKey)	Private key is malformed
cases/x25519-valid.fcr	decrypt	private-key:keys/recipient-a-tampered.private.key,unlock=suite-passphrase-not-secret-do-not-reuse	error	KeyFileUnlockFailed	Private key unlock failed: wrong passphrase or modified key file
